Brand,Country,Delivered.to.Client.Date,Delivery.Recorded.Date,Dosage,Dosage Form,Fulfill.Via,ID,Item.Description,Manufacturing.Site.Split,Po / So #,PO.Sent.to.Vendor.Date,PO.Sent.to.Vendor.Date (group),Pq #,PQ.First.Sent.to.Client.Date,PQ.First.Sent.to.Client.Date (group),PQ.First.Sent.to.Client.Date(group),Product.Group,Scheduled.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.INCO.Term,Vendor.Split,Freight.Cost (USD),Item.Throughput,Line.Item. Quantity,Line.Item.Insurance (USD),Line.Item.Value,Pack.Price,Unit.of.Measure (Per Pack),Unit.Price,Weight (Kilograms)
Aluvia,Guyana,7/08/2009,7/08/2009,200/50mg,Tablet,Direct Drop,272,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-48690,7/15/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,7/08/2009,Air,Adult,CIP,ABBOTT,314,22.775,2733,440.27,224625.27,82.19,120,0.68,589
Generic,Vietnam,14/03/2007,14/03/2007,10mg/ml,Oral.solution,Direct Drop,285,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Aurobindo,SCMS-168,11/14/2006,2006,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,14/03/2007,Air,Pediatric,EXW,Aurobindo,25124.12,4.166666667,1000,45.57,5050,5.05,240,0.02,3822
Generic,Vietnam,9/07/2007,9/07/2007,150/200/30mg,Tablet.FDC,Direct Drop,288,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SCMS-313,2/7/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,9/07/2007,Air,Adult,EXW,CIPLA,21150.56,416.666666667,25000,300,187500,7.5,60,0.12,2336
Generic,Vietnam,2/10/2007,2/10/2007,600mg,Tablet,Direct Drop,294,"Efavirenz 600mg, tablets, 30 Tabs",Aurobindo,SCMS-749,7/3/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,2/10/2007,Air,Adult,EXW,Aurobindo,18045.24,750,22500,443.88,277425,12.33,30,0.41,2895
Videx,Vietnam,8/11/2007,8/11/2007,25mg,Chewable.tablet,Direct Drop,296,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",BMS,SCMS-752,7/3/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,8/11/2007,Air,Pediatric,CIP,BRISTOL,2514.05,13.333333333,800,8.96,5600,7,60,0.12,161
Kaletra,Vietnam,10/09/2007,10/09/2007,80/20mg/ml,Oral.solution,Direct Drop,297,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-10060,7/20/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,10/09/2007,Air,Pediatric,FCA,ABBVIE,2326.1,0.666666667,200,26.3,16440,82.2,300,0.27,340
Generic,Ethiopia,24/12/2007,24/12/2007,30mg,Capsule,Direct Drop,301,"Stavudine 30mg, capsules, 60 Caps",Aurobindo,SCMS-11071,10/3/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,20/11/2007,Air,Adult,EXW,Aurobindo,6755.81,584.416666667,35065,86.96,54350.75,1.55,60,0.03,2318
Generic,Vietnam,22/01/2008,22/01/2008,15mg,Capsule,Direct Drop,308,"Stavudine 15mg, capsules, 60 Caps",Aurobindo,SCMS-14930,12/5/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,22/01/2008,Air,Adult,EXW,Aurobindo,2426.05,6.666666667,400,0.96,600,1.5,60,0.02,83
Generic,Vietnam,7/07/2008,7/07/2008,300mg,Tablet,Direct Drop,328,"Abacavir 300mg, tablets, 60 Tabs",Aurobindo,SCMS-20181,3/31/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,7/07/2008,Air,Adult,EXW,Aurobindo,5260.46,8.666666667,520,20.8,13000,25,60,0.42,137
Generic,Vietnam,17/06/2008,17/06/2008,30mg,Capsule,Direct Drop,329,"Stavudine 30mg, capsules, 60 Caps",Strides,SCMS-20430,3/31/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,17/06/2008,Air,Adult,EXW,STRIDES,2789.74,42.933333333,2576,6.22,3889.76,1.51,60,0.03,121
Generic,Vietnam,20/06/2008,20/06/2008,30mg,Capsule,Direct Drop,330,"Stavudine 30mg, capsules, 60 Caps",Strides,SCMS-20450,3/31/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,20/06/2008,Air,Adult,EXW,STRIDES,2879.96,41.066666667,2464,5.95,3720.64,1.51,60,0.03,114
Generic,Vietnam,20/09/2008,20/09/2008,300mg,Tablet,Direct Drop,340,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Mylan,SCMS-26380,7/1/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,20/09/2008,Air,Adult,EXW,MYLAN,5921.97,67.2,2016,39.87,24917.76,12.36,30,0.41,120
Videx EC,Uganda,9/09/2008,9/09/2008,400mg,Delayed.release.capsules.blister,Direct Drop,343,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",BMS,SCMS-27190,7/18/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,9/09/2008,Air,Adult,CIP,BRISTOL,330,1.666666667,50,1.89,1183.5,23.67,30,0.79,2
Generic,Vietnam,29/11/2008,29/11/2008,150/200/30mg,Tablet.FDC,Direct Drop,344,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SCMS-27370,7/24/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,29/11/2008,Air,Adult,EXW,CIPLA,2147.61,24,1440,20.46,10440,7.25,60,0.12,128
Atripla,Nigeria,10/10/2008,10/10/2008,600/200/300mg,Tablet.FDC,Direct Drop,355,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",MSD,SCMS-26482,9/17/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,10/10/2008,Air,Adult,CIP,MERCK,1727.2,196.666666667,5900,475.78,297360,50.4,30,1.68,493
Generic,Vietnam,23/02/2009,23/02/2009,150mg,Tablet,Direct Drop,357,"Lamivudine 150mg, tablets, 60 Tabs",Aurobindo,SCMS-31730,10/21/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,23/02/2009,Air,Adult,EXW,Aurobindo,3854.23,102.6,6156,28.96,14774.4,2.4,60,0.04,1044
Videx EC,Uganda,9/12/2008,9/12/2008,250mg,Delayed.release.capsules.blister,Direct Drop,359,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",BMS,SCMS-32250,10/17/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,9/12/2008,Air,Adult,CIP,BRISTOL,378,1.666666667,50,1.8,917,18.34,30,0.61,2
Generic,Vietnam,11/04/2009,11/04/2009,300mg,Tablet,Direct Drop,367,"Zidovudine 300mg, tablets, 60 Tabs",Mylan,SCMS-37210,1/16/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,11/04/2009,Air,Adult,EXW,MYLAN,2525.73,5.6,336,4.94,2520,7.5,60,0.12,18
Aluvia,Haiti,15/04/2009,15/04/2009,200/50mg,Tablet,Direct Drop,371,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-40030,3/6/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,15/04/2009,Air,Adult,FCA,ABBVIE,2490.67,12.25,1470,118.42,60417,41.1,120,0.34,362
Generic,Rwanda,21/09/2009,21/09/2009,150/300/200mg,Tablet.FDC,Direct Drop,397,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Mylan,SCMS-43870,4/15/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,21/09/2009,Air,Adult,CIP,MYLAN,61925.7,907.2,54432,1257.84,641753.28,11.79,60,0.2,7278
Generic,Vietnam,21/07/2009,21/07/2009,150/200/30mg,Tablet.FDC,Direct Drop,400,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SCMS-45000,4/29/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,21/07/2009,Air,Adult,EXW,CIPLA,10048.1,593.6,35616,471.2,240408,6.75,60,0.11,3479
Generic,Vietnam,3/08/2009,3/08/2009,600mg,Tablet,Direct Drop,401,"Efavirenz 600mg, tablets, 30 Tabs",Mylan,SCMS-45020,4/29/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,3/08/2009,Air,Adult,EXW,MYLAN,4453.71,218.4,6552,83.47,42588,6.5,30,0.22,524
Generic,Vietnam,10/07/2009,10/07/2009,30mg,Capsule,Direct Drop,402,"Stavudine 30mg, capsules, 60 Caps",Aurobindo,SCMS-45070,4/29/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,10/07/2009,Air,Adult,EXW,Aurobindo,9931.49,266,15960,45.36,23142,1.45,60,0.02,1815
Viracept,Vietnam,27/03/2007,27/03/2007,250mg,Tablet,Direct Drop,414,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Roche,SCMS-171,11/13/2006,2006,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,27/03/2007,Air,Adult,FCA,Hoffmann,13981.96,0.740740741,200,45.57,32688,163.44,270,0.61,54
Aluvia,Vietnam,10/09/2007,10/09/2007,200/50mg,Tablet,Direct Drop,422,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-762,7/4/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,10/09/2007,Air,Adult,FCA,ABBVIE,2923.46,8.333333333,1000,131.5,82190,82.19,120,0.68,226
Generic,Rwanda,22/04/2008,22/04/2008,150/200/30mg,Tablet.FDC,Direct Drop,432,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SCMS-14221,11/21/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,28/04/2008,Air,Adult,CIP,CIPLA,10500,646.4,38784,434.38,271488,7,60,0.12,4124
Aluvia,Vietnam,7/03/2008,7/03/2008,200/50mg,Tablet,Direct Drop,433,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-14211,12/6/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,22/01/2008,Air,Adult,FCA,ABBVIE,5866.31,16.666666667,2000,263.04,164400,82.2,120,0.68,513
Generic,Haiti,11/04/2008,11/04/2008,100/25mg,Tablet,Direct Drop,438,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",ABBVIE,SCMS-17670,2/15/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,11/04/2008,Air,Pediatric,FCA,ABBVIE,910.86,3,180,2.96,1850.4,10.28,60,0.17,31
Generic,Vietnam,12/08/2008,12/08/2008,150/200/30mg,Tablet.FDC,Direct Drop,450,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SCMS-20390,3/31/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,12/08/2008,Air,Adult,EXW,CIPLA,7526.06,173.666666667,10420,123.37,77108,7.4,60,0.12,1000
Generic,Vietnam,19/09/2008,19/09/2008,150/200/30mg,Tablet.FDC,Direct Drop,451,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SCMS-20400,3/31/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,19/09/2008,Air,Adult,EXW,CIPLA,7265.05,160,9600,113.66,71040,7.4,60,0.12,920
Aluvia,Vietnam,16/07/2008,16/07/2008,200/50mg,Tablet,Direct Drop,452,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-20410,3/31/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,16/07/2008,Air,Adult,FCA,ABBVIE,4393.32,12.666666667,1520,199.91,124944,82.2,120,0.68,385
Aluvia,Vietnam,14/07/2008,14/07/2008,200/50mg,Tablet,Direct Drop,453,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-20420,3/31/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,14/07/2008,Air,Adult,FCA,ABBVIE,3449.4,6.666666667,800,105.22,65760,82.2,120,0.68,208
Generic,Vietnam,11/10/2008,11/10/2008,150/200/30mg,Tablet.FDC,Direct Drop,455,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Cipla,SCMS-23310,5/14/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,11/10/2008,Air,Adult,EXW,CIPLA,5412.14,256,15360,181.86,113664,7.4,60,0.12,1360
Generic,Vietnam,19/09/2008,19/09/2008,200mg,Tablet,Direct Drop,456,"Nevirapine 200mg, tablets, 60 Tabs",Aurobindo,SCMS-23320,5/13/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,19/09/2008,Air,Adult,EXW,Aurobindo,5881.57,36.333333333,2180,11.2,6997.8,3.21,60,0.05,242
Generic,Vietnam,19/09/2008,19/09/2008,150/300mg,Tablet.FDC,Direct Drop,457,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Aurobindo,SCMS-23330,5/13/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,19/09/2008,Air,Adult,EXW,Aurobindo,5551.97,33.6,2016,29.84,18648,9.25,60,0.15,185
Videx,Vietnam,30/09/2008,30/09/2008,25mg,Chewable.tablet,Direct Drop,458,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",BMS,SCMS-23380,5/13/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,30/09/2008,Air,Pediatric,CIP,BRISTOL,2035.66,6.666666667,400,4.48,2800,7,60,0.12,81
Generic,Vietnam,25/09/2008,25/09/2008,200mg,Tablet,Direct Drop,469,"Nevirapine 200mg, tablets, 60 Tabs",Aurobindo,SCMS-26171,7/1/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,25/09/2008,Air,Adult,EXW,Aurobindo,3171.36,30.8,1848,8.57,5359.2,2.9,60,0.05,327
Generic,Rwanda,10/03/2009,10/03/2009,150/300mg,Tablet.FDC,Direct Drop,475,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Cipla,SCMS-30310,10/21/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,10/03/2009,Air,Adult,CIP,CIPLA,16414.22,309.333333333,18560,331.04,168896,9.1,60,0.15,1698
Atripla,Tanzania,15/06/2009,15/06/2009,600/200/300mg,Tablet.FDC,Direct Drop,481,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",MSD,SCMS-34690,12/30/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,15/06/2009,Air,Adult,CIP,MERCK,3451.41,832.1,24963,2465.94,1258135.2,50.4,30,1.68,2462
Aluvia,Tanzania,11/08/2009,11/08/2009,200/50mg,Tablet,Direct Drop,486,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-38410,2/5/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,11/08/2009,Air,Adult,FCA,ABBVIE,12620.12,89,10680,860.34,438948,41.1,120,0.34,2724
Generic,Rwanda,12/08/2009,12/08/2009,600mg,Tablet,Direct Drop,512,"Efavirenz 600mg, tablets, 30 Tabs",Hetero,SCMS-43900,7/15/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,12/08/2009,Air,Adult,CIP,HETERO,19023.36,934.466666667,28034,383.53,195677.32,6.98,30,0.23,2268
Coartem,Nigeria,3/09/2009,3/09/2009,20/120mg,Tablet.FDC.blister,Direct Drop,513,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Novartis,SCMS-43960,4/10/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ACT,3/09/2009,Air,ACT,EXW,MISSIONPHARMA,17170.07,3.703703704,2000,138.02,70420,35.21,540,0.07,1250
Invirase,Tanzania,30/07/2009,30/07/2009,200mg,Capsule,Direct Drop,517,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Roche,SCMS-46500,5/28/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,30/07/2009,Air,Adult,FCA,Hoffmann,3310.89,3.037037037,820,143.23,73074.13,89.11,270,0.33,424
Generic,Vietnam,14/03/2007,14/03/2007,150mg,Tablet,Direct Drop,531,"Lamivudine 150mg, tablets, 60 Tabs",Ranbaxy,SCMS-167,11/14/2006,2006,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,14/03/2007,Air,Adult,EXW,SUN,27923.26,1640,98400,45.57,329640,3.35,60,0.06,4300
Generic,Vietnam,16/05/2007,16/05/2007,100mg,Chewable.tablet,Direct Drop,532,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Aurobindo,SCMS-476,11/14/2006,2006,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,14/03/2007,Air,Pediatric,EXW,Aurobindo,14982.1,28.333333333,1700,45.57,17850,10.5,60,0.18,356
Aluvia,Vietnam,16/04/2007,16/04/2007,200/50mg,Tablet,Direct Drop,535,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-172,11/29/2006,2006,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,16/04/2007,Air,Adult,CIP,ABBVIE,13453.12,11,1320,45.57,238682.4,180.82,120,1.51,304
Aluvia,Vietnam,6/03/2008,6/03/2008,200/50mg,Tablet,Direct Drop,553,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-14210,11/22/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,6/03/2008,Air,Adult,FCA,ABBVIE,3120.92,8.333333333,1000,131.52,82200,82.2,120,0.68,249
Generic,Vietnam,14/07/2008,14/07/2008,300mg,Tablet,Direct Drop,575,"Abacavir 300mg, tablets, 60 Tabs",Aurobindo,SCMS-20200,3/31/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,14/07/2008,Air,Adult,EXW,Aurobindo,5217.59,8.333333333,500,20,12500,25,60,0.42,124
Generic,Vietnam,22/05/2008,22/05/2008,300mg,Tablet,Direct Drop,576,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Mylan,SCMS-20341,4/10/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,1/06/2008,Air,Adult,EXW,MYLAN,2864.44,67.2,2016,44.06,27538.56,13.66,30,0.46,122
Generic,Vietnam,19/09/2008,19/09/2008,150/300mg,Tablet.FDC,Direct Drop,580,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Aurobindo,SCMS-23340,5/13/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,19/09/2008,Air,Adult,EXW,Aurobindo,10356.86,50.4,3024,44.76,27972,9.25,60,0.15,703
Aluvia,Vietnam,16/11/2008,16/11/2008,200/50mg,Tablet,Direct Drop,581,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-23350,5/13/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,16/11/2008,Air,Adult,FCA,ABBVIE,2519.89,8.666666667,1040,136.78,85488,82.2,120,0.68,251
Generic,Vietnam,20/09/2008,20/09/2008,150mg,Tablet,Direct Drop,582,"Lamivudine 150mg, tablets, 60 Tabs",Mylan,SCMS-23440,5/13/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,20/09/2008,Air,Adult,EXW,MYLAN,7884.8,159.6,9576,39.84,24897.6,2.6,60,0.04,889
Generic,Vietnam,3/09/2008,3/09/2008,150mg,Tablet,Direct Drop,592,"Lamivudine 150mg, tablets, 60 Tabs",Aurobindo,SCMS-26170,7/1/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,3/09/2008,Air,Adult,EXW,Aurobindo,6609.02,266,15960,61.29,38304,2.4,60,0.04,755
Generic,Vietnam,19/09/2008,19/09/2008,300mg,Tablet,Direct Drop,593,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Mylan,SCMS-26370,7/1/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,19/09/2008,Air,Adult,EXW,MYLAN,4883.46,168,5040,99.67,62294.4,12.36,30,0.41,301
Ziagen,Tanzania,8/09/2008,8/09/2008,20mg/ml,Oral.solution,Direct Drop,594,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",GSK,SCMS-26640,7/4/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,8/09/2008,Air,Pediatric,CIP,GLAXOSMITHKLINE,633,0.55,132,3.18,1990.56,15.08,240,0.06,65
Generic,Nigeria,9/10/2008,9/10/2008,500/25mg,Tablet.FDC,Direct Drop,596,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Micro,SCMS-26840,7/15/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ANTM,9/10/2008,Air,Malaria,EXW,IDA,4404.9,0.007,7,0.3,184.45,26.35,1000,0.03,488
Aluvia,Vietnam,2/12/2008,2/12/2008,200/50mg,Tablet,Direct Drop,598,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-27290,7/24/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,2/12/2008,Air,Adult,FCA,ABBVIE,2709.98,0.05,6,0.97,493.2,82.2,120,0.68,9
Generic,Vietnam,21/11/2008,21/11/2008,300mg,Tablet,Direct Drop,599,"Abacavir 300mg, tablets, 60 Tabs",Aurobindo,SCMS-27320,7/24/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,21/11/2008,Air,Adult,EXW,Aurobindo,2771.84,14.666666667,880,40.53,20680,23.5,60,0.39,331
Videx,Vietnam,21/11/2008,21/11/2008,25mg,Chewable.tablet,Direct Drop,600,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",BMS,SCMS-27340,7/23/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,21/11/2008,Air,Pediatric,CIP,BRISTOL,1516.05,4.666666667,280,3.84,1960,7,60,0.12,60
Generic,Vietnam,27/02/2009,27/02/2009,150mg,Tablet,Direct Drop,608,"Lamivudine 150mg, tablets, 60 Tabs",Aurobindo,SCMS-31720,10/21/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,27/02/2009,Air,Adult,EXW,Aurobindo,3894.21,116.1,6966,32.77,16718.4,2.4,60,0.04,1068
Generic,Côte d'Ivoire,20/01/2009,20/01/2009,300mg,Tablet.blister,Direct Drop,616,"Quinine 300mg (as sulfate), tablets, Blister 100 x 10 Tabs",Medopharm,SCMS-35780,12/19/2008,2008,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ANTM,20/01/2009,Air,Malaria,EXW,IDA,536.78,0.012,12,1.23,629.88,52.49,1000,0.05,12
Aluvia,Haiti,15/04/2009,15/04/2009,200/50mg,Tablet,Direct Drop,621,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",ABBVIE,SCMS-40030,3/6/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,15/04/2009,Air,Adult,FCA,ABBVIE,807.28,0.083333333,10,0.81,411,41.1,120,0.34,9
Videx,Vietnam,26/03/2009,26/03/2009,100mg,Chewable.tablet,Direct Drop,622,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",BMS,SCMS-40390,3/6/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,26/03/2009,Air,Pediatric,CIP,BRISTOL,2246.81,4.333333333,260,6.5,3315,12.75,60,0.21,56
Kaletra,Côte d'Ivoire,24/08/2009,24/08/2009,80/20mg/ml,Oral.solution,Direct Drop,640,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",ABBVIE,SCMS-42240,3/30/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,24/08/2009,Air,Pediatric,FCA,ABBVIE,1939.99,0.166666667,50,4.03,2055,41.1,300,0.14,99
Coartem,Nigeria,27/10/2009,27/10/2009,20/120mg,Tablet.FDC.blister,Direct Drop,649,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Novartis,SCMS-43910,4/10/2009,2009,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ACT,27/10/2009,Air,ACT,EXW,MISSIONPHARMA,14515.44,3.703703704,2000,138.02,70420,35.21,540,0.07,10
Viread,Vietnam,16/03/2007,16/03/2007,300mg,Tablet,Direct Drop,666,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Gilead,SCMS-166,12/2/2006,2006,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,16/03/2007,Air,Adult,EXW,GILEAD,14571.5,63.333333333,1900,45.57,32300,17,30,0.57,116
Generic,Vietnam,24/10/2007,24/10/2007,300mg,Tablet,Direct Drop,673,"Zidovudine 300mg, tablets, 60 Tabs",Ranbaxy,SCMS-750,7/3/2007,2007,Pre-PQ,Pre-PQ Process,Pre-PQ Process,Pre-PQ Process,ARV,24/10/2007,Air,Adult,EXW,SUN,2794.34,1.666666667,100,1.43,894,8.94,60,0.15,6
