,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Days to Deliver
2770,SCMS-238554,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,10/3/2014,2014-10-03,2014-10-03,2014-10-03,ARV,Adult,PHARMACY DIRECT,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,9,620.91,68.99,1.15,"Aurobindo Unit III, India",Yes,4306.83476898982,11462.107118413907,0.64,156 days 00:00:00.000000000
2771,SCMS-210920,Tanzania,PMO - US,Direct Drop,EXW,Air,2013-10-03,10/28/2013,2014-03-22,2014-03-22,2014-03-22,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,20867,32552.52,1.56,0.05,"Aurobindo Unit III, India",Yes,1337.0,8403.67,40.27,170 days 00:00:00.000000000
2772,SCMS-103970,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,3/28/2011,2011-09-02,2011-09-02,2011-09-02,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,150000,430500.0,2.87,0.05,"Strides, Bangalore, India.",Yes,9306.0,10511.33,710.32,176 days 00:00:00.000000000
2773,SCMS-84200,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,9/21/2010,2011-03-14,2011-03-14,2011-03-14,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,159000,443610.0,2.79,0.05,"Cipla, Goa, India",Yes,16729.0,25199.31,956.42,195 days 00:00:00.000000000
2774,SCMS-93420,Nigeria,PMO - US,Direct Drop,EXW,Air,2010-07-29,12/7/2010,2011-02-28,2011-02-28,2011-02-28,ACT,ACT,NOVARTIS PHARMA SERVICES AG,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,720,1245,48555.0,39.0,0.05,"Novartis Pharma Suffern, USA",Yes,859.0,5810.56,104.68,214 days 00:00:00.000000000
2775,SCMS-238555,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-04-30,11/4/2014,2014-11-05,2014-11-05,2014-11-05,ARV,Adult,PHARMACY DIRECT,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,24,2031.3,84.64,1.41,"MSD, Haarlem, NL",Yes,4306.83476898982,11462.107118413907,2.09,189 days 00:00:00.000000000
2776,SCMS-126230,Rwanda,PMO - US,Direct Drop,FCA,Air,2011-10-19,11/2/2011,2012-07-05,2012-07-05,2012-07-05,ARV,Adult,Hoffmann-La Roche ltd Basel,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,250mg,Tablet,270,109,17410.04,159.73,0.59,Roche Madrid,Yes,27.0,2205.25,28.73,260 days 00:00:00.000000000
2777,SCMS-60170,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-12-17,12/23/2009,2009-12-29,2009-12-29,2009-12-29,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,100,4669.76,46.7,1.56,"Aspen-OSD, Port Elizabeth, SA",Yes,4306.83476898982,11462.107118413907,10.07,12 days 00:00:00.000000000
2778,SCMS-259085,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,7/14/2015,2015-07-14,2015-07-14,2015-07-14,ARV,Pediatric,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,3,51.42,17.14,0.06,ABBVIE (Abbott) Logis. UK,Yes,4306.83476898982,11462.107118413907,0.05,306 days 00:00:00.000000000
2779,SCMS-91340,South Africa,PMO - US,Direct Drop,DDP,Air,2010-08-31,11/19/2010,2011-02-09,2011-02-09,2011-02-09,ARV,Pediatric,ASPEN PHARMACARE,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,28000,280560.0,10.02,0.04,GSK Mississauga (Canada),Yes,4306.83476898982,11462.107118413907,604.89,162 days 00:00:00.000000000
2780,SCMS-104380,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,4/1/2011,2011-11-03,2011-10-10,2011-10-10,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5745,25909.95,4.51,0.15,"Aurobindo Unit III, India",Yes,488.0,4232.71,42.75,214 days 00:00:00.000000000
2782,SCMS-68980,South Africa,PMO - US,Direct Drop,DDP,Air,2010-03-18,3/19/2010,2010-08-24,2011-03-04,2011-03-04,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,6395,19185.0,3.0,0.01,"Aurobindo Unit III, India",Yes,4306.83476898982,11462.107118413907,41.36,351 days 00:00:00.000000000
2783,SCMS-259074,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,3/9/2015,2015-03-09,2015-03-09,2015-03-09,ARV,Adult,PHARMACY DIRECT,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,7,126.22,18.03,0.3,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.13,179 days 00:00:00.000000000
2785,SCMS-177180,Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-01-30,3/11/2013,2013-08-07,2013-08-07,2013-08-07,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,3680,20240.0,5.5,0.06,"Aurobindo Unit III, India",Yes,6385.0,8768.76,25.04,189 days 00:00:00.000000000
2786,SCMS-177160,Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-01-30,3/7/2013,2013-08-07,2013-08-07,2013-08-07,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,71376,231258.24,3.24,0.11,"Hetero, Jadcherla, unit 5, IN",Yes,5864.0,7558.01,286.07,189 days 00:00:00.000000000
2787,SCMS-199283,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,8/27/2014,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,48,1236.47,25.76,0.21,ABBVIE Ludwigshafen Germany,No,4306.83476898982,11462.107118413907,1.53,412 days 00:00:00.000000000
2788,SCMS-253020,Zambia,PMO - US,Direct Drop,FCA,Air,2014-08-13,8/20/2014,2015-04-25,2015-04-25,2015-04-30,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2265,69807.3,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,2272.0,14603.71,71.76,255 days 00:00:00.000000000
2790,SCMS-80900,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2010-07-19,8/2/2010,2010-09-08,2010-09-08,2010-09-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,6000,57000.0,9.5,0.16,"BMS Meymac, France",Yes,1278.0,1742.12,122.89,51 days 00:00:00.000000000
2791,SCMS-233990,Haiti,PMO - US,Direct Drop,EXW,Air,2014-03-20,4/28/2014,2014-09-12,2014-09-12,2014-09-17,ARV,Adult,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,29908,89125.84,2.98,0.1,"Micro labs, Verna, Goa, India",Yes,2423.0,14650.41,91.62,176 days 00:00:00.000000000
2792,SCMS-83730,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,9/24/2010,2011-03-04,2011-03-04,2011-03-04,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,87500,641375.0,7.33,0.12,"Aurobindo Unit III, India",Yes,4416.0,7334.83,1382.8,185 days 00:00:00.000000000
2794,SCMS-227720,Rwanda,PMO - US,Direct Drop,EXW,Air,2014-02-05,2/28/2014,2014-05-06,2014-05-06,2014-05-15,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,9720,14677.2,1.51,0.01,"Aurobindo Unit III, India",Yes,4365.0,11462.107118413907,15.09,90 days 00:00:00.000000000
2797,SCMS-170640,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,2012-12-07,1/3/2013,2013-04-16,2013-04-16,2013-04-16,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,60,1849.2,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,113.0,2570.86,2.29,130 days 00:00:00.000000000
2798,SCMS-164560,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-10-15,11/7/2012,2013-03-13,2013-03-13,2013-03-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,1769,3714.9,2.1,0.04,Mylan (formerly Matrix) Nashik,Yes,1961.0,7308.37,4.6,149 days 00:00:00.000000000
2799,SCMS-75520,South Africa,PMO - US,Direct Drop,DDP,Air,2010-06-02,6/16/2010,2010-10-06,2010-10-06,2010-10-06,ARV,Pediatric,ASPEN PHARMACARE,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,26000,392080.0,15.08,0.06,GSK Mississauga (Canada),Yes,4306.83476898982,7707.42,845.32,126 days 00:00:00.000000000
2800,SCMS-278621,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-02-23,5/7/2015,2015-07-15,2015-07-15,2015-07-15,ARV,Adult,PHARMACY DIRECT,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,9,342.83,38.09,1.27,Mylan (formerly Matrix) Nashik,Yes,4306.83476898982,11462.107118413907,0.4,142 days 00:00:00.000000000
2801,SCMS-268601,Rwanda,PMO - US,Direct Drop,FCA,Air,2014-10-09,12/12/2014,2015-05-12,2015-05-12,2015-05-12,ARV,Pediatric,SWORDS LABORATORIES,"Atazanavir 200mg [Reyataz], capsules, 60 Caps",Atazanavir,Reyataz,200mg,Capsule,60,1080,43869.6,40.62,0.68,Bristol-Myers Squibb Anagni IT,Yes,282.0,1028.1,45.1,215 days 00:00:00.000000000
2802,SCMS-82750,Tanzania,PMO - US,Direct Drop,EXW,Air,2010-08-18,8/25/2010,2010-10-22,2010-10-22,2010-10-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,9000,179100.0,19.9,0.66,Mylan (formerly Matrix) Nashik,Yes,1081.0,5834.1,386.14,65 days 00:00:00.000000000
2803,SCMS-58220,Uganda,PMO - US,Direct Drop,CIP,Air,2009-11-25,12/2/2009,2010-03-04,2010-03-04,2010-03-04,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,75,3750.0,50.0,0.28,"MSD, Haarlem, NL",Yes,19.0,435.0,7.35,99 days 00:00:00.000000000
2804,SCMS-74010,Haiti,PMO - US,Direct Drop,CIP,Air,2010-05-04,5/25/2010,2010-08-05,2010-08-05,2010-08-05,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,Videx,2g,Powder for oral solution,200,192,2417.28,12.59,0.06,"BMS Meymac, France",Yes,4306.83476898982,11462.107118413907,5.21,93 days 00:00:00.000000000
2806,SCMS-49641,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-05-07,7/21/2009,2009-08-05,2009-08-05,2009-08-05,ARV,Pediatric,S. BUYS WHOLESALER,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",Abacavir,Ziagen,20mg/ml,Oral solution,240,599,11964.63,19.97,0.08,GSK Mississauga (Canada),Yes,4306.83476898982,11462.107118413907,23.45,90 days 00:00:00.000000000
2808,SCMS-83350,Rwanda,PMO - US,Direct Drop,CIP,Air,2010-08-13,9/28/2010,2010-12-12,2010-12-12,2010-12-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,9653,168734.44,17.48,0.58,Mylan (formerly Matrix) Nashik,Yes,4306.83476898982,11462.107118413907,363.79,121 days 00:00:00.000000000
2809,SCMS-104370,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,4/1/2011,2011-08-15,2011-08-15,2011-08-15,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,2452,17899.6,7.3,0.12,"Aurobindo Unit III, India",Yes,127.0,47101.63,29.53,158 days 00:00:00.000000000
2810,SCMS-259079,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,10/9/2014,2015-08-24,2015-08-24,2015-08-24,ARV,Adult,PHARMACY DIRECT,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,6,71.03,11.84,0.39,"Aurobindo Unit III, India",Yes,4306.83476898982,11462.107118413907,0.07,347 days 00:00:00.000000000
2814,SCMS-68940,South Africa,PMO - US,Direct Drop,DDP,Air,2010-03-18,3/19/2010,2010-09-07,2010-09-07,2010-09-07,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,11510,53751.7,4.67,0.16,"Aurobindo Unit III, India",Yes,993.0,4263.07,115.89,173 days 00:00:00.000000000
2815,SCMS-97850,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-01-17,2/15/2011,2011-06-22,2011-06-22,2011-06-22,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,20000,40000.0,2.0,0.03,Mylan (formerly Matrix) Nashik,Yes,2806.0,18207.5,66.0,156 days 00:00:00.000000000
2816,SCMS-75660,South Africa,PMO - US,Direct Drop,DDP,Ocean,2010-06-02,6/17/2010,2010-10-12,2010-12-15,2010-12-15,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,12000,54120.0,4.51,0.15,"Aurobindo Unit III, India",Yes,4306.83476898982,11462.107118413907,116.68,196 days 00:00:00.000000000
2817,SCMS-87910,Guyana,PMO - US,Direct Drop,DDU,Air,2010-09-28,10/1/2010,2011-03-04,2011-03-04,2011-03-04,ARV,Pediatric,IDIS LIMITED,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,270,12501.0,46.3,0.77,"BMS Meymac, France",Yes,59.0,180.0,26.95,157 days 00:00:00.000000000
2818,SCMS-240220,Haiti,PMO - US,Direct Drop,EXW,Air,2014-05-11,6/2/2014,2014-07-18,2014-07-18,2014-07-31,ARV,Pediatric,Aurobindo Pharma Limited,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,375,2561.25,6.83,0.03,"Aurobindo Unit III, India",Yes,300.0,2949.23,2.63,68 days 00:00:00.000000000
2820,SCMS-57140,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-10-20,11/13/2009,2010-03-15,2010-03-15,2010-03-15,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16300,181745.0,11.15,0.19,"Aurobindo Unit III, India",Yes,2011.0,11648.31,356.22,146 days 00:00:00.000000000
2822,SCMS-259075,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,5/11/2015,2015-05-12,2015-05-12,2015-05-12,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,7,99.53,14.22,0.47,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.1,243 days 00:00:00.000000000
2823,SCMS-166120,Vietnam,PMO - US,Direct Drop,EXW,Air,2012-10-15,11/9/2012,2013-01-29,2013-01-29,2013-01-29,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,464,858.4,1.85,0.01,"Aurobindo Unit III, India",Yes,437.0,1222.31,1.06,106 days 00:00:00.000000000
2825,SCMS-57130,Vietnam,PMO - US,Direct Drop,EXW,Air,2009-10-20,11/13/2009,2010-03-19,2010-03-19,2010-03-19,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,24480,58752.0,2.4,0.04,"Aurobindo Unit III, India",Yes,3536.0,20910.43,115.15,150 days 00:00:00.000000000
2827,SCMS-212700,Nigeria,PMO - US,Direct Drop,EXW,Air,2013-10-17,11/4/2013,2013-12-17,2013-12-17,2013-12-20,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10000,65000.0,6.5,0.11,Mylan (formerly Matrix) Nashik,Yes,574.0,4760.43,66.82,61 days 00:00:00.000000000
2828,SCMS-83330,Rwanda,PMO - US,Direct Drop,CIP,Air,2010-08-13,9/27/2010,2011-01-07,2011-01-07,2011-01-07,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,1202,41228.6,34.3,0.29,Cipla Ltd A-42 MIDC Mahar. IN,Yes,4306.83476898982,11462.107118413907,88.89,147 days 00:00:00.000000000
2830,SCMS-262980,Haiti,PMO - US,Direct Drop,EXW,Ocean,2014-10-22,1/7/2015,2015-04-09,2015-04-09,2015-04-13,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,36831,170159.22,4.62,0.15,Hetero Unit III Hyderabad IN,Yes,17826.0,20526.23,174.92,169 days 00:00:00.000000000
2832,SCMS-75480,South Africa,PMO - US,Direct Drop,DDP,Air,2010-06-02,6/17/2010,2010-12-13,2010-12-11,2010-12-11,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2162,6810.3,3.15,0.01,"Aurobindo Unit III, India",Yes,838.0,4876.31,14.68,192 days 00:00:00.000000000
2834,SCMS-199283,South Africa,PMO - US,Direct Drop,DDP,Truck,2013-07-11,8/27/2014,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,115,1923.5,16.73,0.56,Hetero Unit III Hyderabad IN,Yes,4306.83476898982,11462.107118413907,2.38,412 days 00:00:00.000000000
2836,SCMS-84411,Rwanda,PMO - US,Direct Drop,CIP,Air,2010-09-03,9/27/2010,2011-02-09,2011-02-09,2011-02-09,ARV,Adult,CIPLA LIMITED,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,2486,85269.8,34.3,0.29,Cipla Ltd A-42 MIDC Mahar. IN,Yes,4354.0,11462.107118413907,183.84,159 days 00:00:00.000000000
2838,SCMS-285060,Cameroon,PMO - US,Direct Drop,CIP,Air,2015-02-19,5/1/2015,2015-08-26,2015-08-26,2015-08-26,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,120,6660.0,55.5,0.92,"MSD, Haarlem, NL",Yes,4306.83476898982,11462.107118413907,7.84,188 days 00:00:00.000000000
2839,SCMS-204300,Cameroon,PMO - US,Direct Drop,EXW,Air,2013-08-19,8/23/2013,2013-10-18,2013-10-26,2013-10-29,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,34595,77838.75,2.25,0.04,"Aurobindo Unit III, India",Yes,3642.0,31434.31,96.29,68 days 00:00:00.000000000
2840,SCMS-68980,South Africa,PMO - US,Direct Drop,DDP,Air,2010-03-18,3/19/2010,2010-08-24,2010-08-24,2010-08-24,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,8474,25422.0,3.0,0.01,"Aurobindo Unit III, India",Yes,3206.0,2154.51,54.81,159 days 00:00:00.000000000
2841,SCMS-61200,Ethiopia,PMO - US,Direct Drop,EXW,Air,2009-12-23,12/29/2009,2010-02-09,2010-02-09,2010-02-09,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,71596,241278.52,3.37,0.06,"Strides, Bangalore, India.",Yes,3652.0,15236.52,520.2,48 days 00:00:00.000000000
2842,SCMS-137552,Rwanda,PMO - US,Direct Drop,EXW,Air,2012-01-13,5/31/2012,2012-08-07,2012-08-07,2012-08-07,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,46530,581159.7,12.49,0.21,Mylan (formerly Matrix) Nashik,Yes,4810.0,27894.81,814.79,207 days 00:00:00.000000000
2843,SCMS-111240,Nigeria,PMO - US,Direct Drop,EXW,Air,2011-05-23,6/15/2011,2011-09-23,2011-09-23,2011-09-23,ACT,ACT,NOVARTIS PHARMA SERVICES AG,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,720,1000,39000.0,39.0,0.05,"Novartis Pharma Suffern, USA",Yes,711.0,5433.21,64.35,123 days 00:00:00.000000000
2844,SCMS-277340,Vietnam,PMO - US,Direct Drop,FCA,Air,2015-02-13,3/4/2015,2015-07-15,2015-07-15,2015-07-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",Ritonavir,Norvir,100mg,Tablet,30,400,9304.0,23.26,0.78,ABBVIE Ludwigshafen Germany,Yes,40.0,642.45,10.95,152 days 00:00:00.000000000
2846,SCMS-123520,Vietnam,PMO - US,Direct Drop,EXW,Air,2011-09-21,10/4/2011,2012-03-01,2012-03-01,2012-03-01,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,30000,313500.0,10.45,0.17,"Aurobindo Unit III, India",Yes,10210.0,17392.05,517.28,162 days 00:00:00.000000000
2849,SCMS-259071,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-09-11,11/28/2014,2014-11-28,2014-11-28,2014-11-28,ARV,Adult,PHARMACY DIRECT,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,12,216.37,18.03,0.3,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.22,78 days 00:00:00.000000000
2851,SCMS-219220,Mozambique,PMO - US,Direct Drop,EXW,Air,2013-12-11,12/17/2013,2014-05-02,2014-05-02,2014-05-07,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,23040,186854.4,8.11,0.14,Hetero Unit III Hyderabad IN,Yes,3138.0,16537.12,192.09,142 days 00:00:00.000000000
2852,SCMS-54980,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-10-08,10/15/2009,2009-10-19,2009-10-19,2009-10-19,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,2200,3914.05,1.78,0.01,"BMS Meymac, France",No,4306.83476898982,11462.107118413907,7.67,11 days 00:00:00.000000000
2854,SCMS-129870,Rwanda,PMO - US,Direct Drop,EXW,Air,2011-12-06,12/13/2011,2012-01-24,2012-01-26,2012-01-26,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,41286,220880.1,5.35,0.18,"Aurobindo Unit VII, IN",Yes,4027.0,28833.91,309.67,51 days 00:00:00.000000000
