Brand,Client.Delivery.Date,Country,Dosage,Dosage.Form,Fulfill.Via,INCO,Manufacture.Site,Molecule.Type,PO.Vendor.Date.Group,PO/SO#,PQ#,PQ.Client.Date.Group,Product.Group,Rec.Delivery.Data,Sch.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.Name,Freight.Cost,Item.Throuhput,Line.Item.Insurance,Line.Item.Qty,Line.Item.Value,Pack.Price,Unit.Measure.Per.Pack,Unit.Price,Weight.KG
Viracept,3/27/2007,Vietnam,250mg,Tablet,Direct Drop,FCA,Roche,Nelfinavir (as mesilate),2006,SCMS-171,Pre.PQ,Pre-PQ Process,ARV,3/27/2007,3/27/2007,Air,Adult,Hoffmann-La,13981.96,0.740740741,45.57,200,32688,163.44,270,0.61,54
Aluvia,9/10/2007,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2007,SCMS-762,Pre.PQ,Pre-PQ Process,ARV,9/10/2007,9/10/2007,Air,Adult,ABBVIE,2923.46,8.333333333,131.5,1000,82190,82.19,120,0.68,226
Generic,4/22/2008,Rwanda,150/200/30mg,Tablet - FDC,Direct Drop,CIP,Cipla,Lamivudine/Nevirapine/Stavudine,2007,SCMS-14221,Pre.PQ,Pre-PQ Process,ARV,4/22/2008,4/28/2008,Air,Adult,CIPLA,10500,646.4,434.38,38784,271488,7,60,0.12,4124
Aluvia,3/7/2008,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2007,SCMS-14211,Pre.PQ,Pre-PQ Process,ARV,3/7/2008,1/22/2008,Air,Adult,ABBVIE,5866.31,16.666666667,263.04,2000,164400,82.2,120,0.68,513
Generic,4/11/2008,Haiti,100/25mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-17670,Pre.PQ,Pre-PQ Process,ARV,4/11/2008,4/11/2008,Air,Pediatric,ABBVIE,910.86,3,2.96,180,1850.4,10.28,60,0.17,31
Generic,8/12/2008,Vietnam,150/200/30mg,Tablet - FDC,Direct Drop,EXW,Cipla,Lamivudine/Nevirapine/Stavudine,2008,SCMS-20390,Pre.PQ,Pre-PQ Process,ARV,8/12/2008,8/12/2008,Air,Adult,CIPLA,7526.06,173.666666667,123.37,10420,77108,7.4,60,0.12,1000
Generic,9/19/2008,Vietnam,150/200/30mg,Tablet - FDC,Direct Drop,EXW,Cipla,Lamivudine/Nevirapine/Stavudine,2008,SCMS-20400,Pre.PQ,Pre-PQ Process,ARV,9/19/2008,9/19/2008,Air,Adult,CIPLA,7265.05,160,113.66,9600,71040,7.4,60,0.12,920
Aluvia,7/16/2008,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-20410,Pre.PQ,Pre-PQ Process,ARV,7/16/2008,7/16/2008,Air,Adult,ABBVIE,4393.32,12.666666667,199.91,1520,124944,82.2,120,0.68,385
Aluvia,7/14/2008,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-20420,Pre.PQ,Pre-PQ Process,ARV,7/14/2008,7/14/2008,Air,Adult,ABBVIE,3449.4,6.666666667,105.22,800,65760,82.2,120,0.68,208
Generic,10/11/2008,Vietnam,150/200/30mg,Tablet - FDC,Direct Drop,EXW,Cipla,Lamivudine/Nevirapine/Stavudine,2008,SCMS-23310,Pre.PQ,Pre-PQ Process,ARV,10/11/2008,10/11/2008,Air,Adult,CIPLA,5412.14,256,181.86,15360,113664,7.4,60,0.12,1360
Generic,9/19/2008,Vietnam,200mg,Tablet,Direct Drop,EXW,Aurobindo,Nevirapine,2008,SCMS-23320,Pre.PQ,Pre-PQ Process,ARV,9/19/2008,9/19/2008,Air,Adult,Aurobindo,5881.57,36.333333333,11.2,2180,6997.8,3.21,60,0.05,242
Generic,9/19/2008,Vietnam,150/300mg,Tablet - FDC,Direct Drop,EXW,Aurobindo,Lamivudine/Zidovudine,2008,SCMS-23330,Pre.PQ,Pre-PQ Process,ARV,9/19/2008,9/19/2008,Air,Adult,Aurobindo,5551.97,33.6,29.84,2016,18648,9.25,60,0.15,185
Videx,9/30/2008,Vietnam,25mg,Chewable/dispersible tablet,Direct Drop,CIP,BMS,Didanosine,2008,SCMS-23380,Pre.PQ,Pre-PQ Process,ARV,9/30/2008,9/30/2008,Air,Pediatric,BRISTOL-MYERS,2035.66,6.666666667,4.48,400,2800,7,60,0.12,81
Generic,9/25/2008,Vietnam,200mg,Tablet,Direct Drop,EXW,Aurobindo,Nevirapine,2008,SCMS-26171,Pre.PQ,Pre-PQ Process,ARV,9/25/2008,9/25/2008,Air,Adult,Aurobindo,3171.36,30.8,8.57,1848,5359.2,2.9,60,0.05,327
Generic,3/10/2009,Rwanda,150/300mg,Tablet - FDC,Direct Drop,CIP,Cipla,Lamivudine/Zidovudine,2008,SCMS-30310,Pre.PQ,Pre-PQ Process,ARV,3/10/2009,3/10/2009,Air,Adult,CIPLA,16414.22,309.333333333,331.04,18560,168896,9.1,60,0.15,1698
Atripla,6/15/2009,Tanzania,600/200/300mg,Tablet - FDC,Direct Drop,CIP,MSD,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,2008,SCMS-34690,Pre.PQ,Pre-PQ Process,ARV,6/15/2009,6/15/2009,Air,Adult,MERCK,3451.41,832.1,2465.94,24963,1258135.2,50.4,30,1.68,2462
Aluvia,8/11/2009,Tanzania,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2009,SCMS-38410,Pre.PQ,Pre-PQ Process,ARV,8/11/2009,8/11/2009,Air,Adult,ABBVIE,12620.12,89,860.34,10680,438948,41.1,120,0.34,2724
Generic,8/12/2009,Rwanda,600mg,Tablet,Direct Drop,CIP,Hetero,Efavirenz,2009,SCMS-43900,Pre.PQ,Pre-PQ Process,ARV,8/12/2009,8/12/2009,Air,Adult,HETERO,19023.36,934.466666667,383.53,28034,195677.32,6.98,30,0.23,2268
Coartem,9/3/2009,Nigeria,20/120mg,Tablet - FDC + blister,Direct Drop,EXW,Novartis,Artemether/Lumefantrine,2009,SCMS-43960,Pre.PQ,Pre-PQ Process,ACT,9/3/2009,9/3/2009,Air,ACT,MISSIONPHARMA,17170.07,3.703703704,138.02,2000,70420,35.21,540,0.07,1250
Invirase,7/30/2009,Tanzania,200mg,Capsule,Direct Drop,FCA,Roche,Saquinavir,2009,SCMS-46500,Pre.PQ,Pre-PQ Process,ARV,7/30/2009,7/30/2009,Air,Adult,Hoffmann-La,3310.89,3.037037037,143.23,820,73074.13,89.11,270,0.33,424
Generic,3/14/2007,Vietnam,150mg,Tablet,Direct Drop,EXW,Ranbaxy,Lamivudine,2006,SCMS-167,Pre.PQ,Pre-PQ Process,ARV,3/14/2007,3/14/2007,Air,Adult,SUN,27923.26,1640,45.57,98400,329640,3.35,60,0.06,4300
Generic,5/16/2007,Vietnam,100mg,Chewable/dispersible tablet,Direct Drop,EXW,Aurobindo,Didanosine,2006,SCMS-476,Pre.PQ,Pre-PQ Process,ARV,5/16/2007,3/14/2007,Air,Pediatric,Aurobindo,14982.1,28.333333333,45.57,1700,17850,10.5,60,0.18,356
Aluvia,4/16/2007,Vietnam,200/50mg,Tablet,Direct Drop,CIP,ABBVIE,Lopinavir/Ritonavir,2006,SCMS-172,Pre.PQ,Pre-PQ Process,ARV,4/16/2007,4/16/2007,Air,Adult,ABBVIE,13453.12,11,45.57,1320,238682.4,180.82,120,1.51,304
Aluvia,3/6/2008,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2007,SCMS-14210,Pre.PQ,Pre-PQ Process,ARV,3/6/2008,3/6/2008,Air,Adult,ABBVIE,3120.92,8.333333333,131.52,1000,82200,82.2,120,0.68,249
Generic,7/14/2008,Vietnam,300mg,Tablet,Direct Drop,EXW,Aurobindo,Abacavir,2008,SCMS-20200,Pre.PQ,Pre-PQ Process,ARV,7/14/2008,7/14/2008,Air,Adult,Aurobindo,5217.59,8.333333333,20,500,12500,25,60,0.42,124
Generic,5/22/2008,Vietnam,300mg,Tablet,Direct Drop,EXW,Mylan,Tenofovir Disoproxil Fumarate,2008,SCMS-20341,Pre.PQ,Pre-PQ Process,ARV,5/22/2008,6/1/2008,Air,Adult,MYLAN,2864.44,67.2,44.06,2016,27538.56,13.66,30,0.46,122
Generic,9/19/2008,Vietnam,150/300mg,Tablet - FDC,Direct Drop,EXW,Aurobindo,Lamivudine/Zidovudine,2008,SCMS-23340,Pre.PQ,Pre-PQ Process,ARV,9/19/2008,9/19/2008,Air,Adult,Aurobindo,10356.86,50.4,44.76,3024,27972,9.25,60,0.15,703
Aluvia,11/16/2008,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-23350,Pre.PQ,Pre-PQ Process,ARV,11/16/2008,11/16/2008,Air,Adult,ABBVIE,2519.89,8.666666667,136.78,1040,85488,82.2,120,0.68,251
Generic,9/20/2008,Vietnam,150mg,Tablet,Direct Drop,EXW,Mylan,Lamivudine,2008,SCMS-23440,Pre.PQ,Pre-PQ Process,ARV,9/20/2008,9/20/2008,Air,Adult,MYLAN,7884.8,159.6,39.84,9576,24897.6,2.6,60,0.04,889
Generic,9/3/2008,Vietnam,150mg,Tablet,Direct Drop,EXW,Aurobindo,Lamivudine,2008,SCMS-26170,Pre.PQ,Pre-PQ Process,ARV,9/3/2008,9/3/2008,Air,Adult,Aurobindo,6609.02,266,61.29,15960,38304,2.4,60,0.04,755
Generic,9/19/2008,Vietnam,300mg,Tablet,Direct Drop,EXW,Mylan,Tenofovir Disoproxil Fumarate,2008,SCMS-26370,Pre.PQ,Pre-PQ Process,ARV,9/19/2008,9/19/2008,Air,Adult,MYLAN,4883.46,168,99.67,5040,62294.4,12.36,30,0.41,301
Ziagen,9/8/2008,Tanzania,20mg/ml,Oral solution,Direct Drop,CIP,GSK,Abacavir,2008,SCMS-26640,Pre.PQ,Pre-PQ Process,ARV,9/8/2008,9/8/2008,Air,Pediatric,GLAXOSMITHKLINE,633,0.55,3.18,132,1990.56,15.08,240,0.06,65
Generic,10/9/2008,Nigeria,500/25mg,Tablet - FDC,Direct Drop,EXW,Micro,Sulfadoxine/Pyrimethamine,2008,SCMS-26840,Pre.PQ,Pre-PQ Process,ANTM,10/9/2008,10/9/2008,Air,Malaria,IDA,4404.9,0.007,0.3,7,184.45,26.35,1000,0.03,488
Aluvia,12/2/2008,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-27290,Pre.PQ,Pre-PQ Process,ARV,12/2/2008,12/2/2008,Air,Adult,ABBVIE,2709.98,0.05,0.97,6,493.2,82.2,120,0.68,9
Generic,11/21/2008,Vietnam,300mg,Tablet,Direct Drop,EXW,Aurobindo,Abacavir,2008,SCMS-27320,Pre.PQ,Pre-PQ Process,ARV,11/21/2008,11/21/2008,Air,Adult,Aurobindo,2771.84,14.666666667,40.53,880,20680,23.5,60,0.39,331
Videx,11/21/2008,Vietnam,25mg,Chewable/dispersible tablet,Direct Drop,CIP,BMS,Didanosine,2008,SCMS-27340,Pre.PQ,Pre-PQ Process,ARV,11/21/2008,11/21/2008,Air,Pediatric,BRISTOL-MYERS,1516.05,4.666666667,3.84,280,1960,7,60,0.12,60
Generic,2/27/2009,Vietnam,150mg,Tablet,Direct Drop,EXW,Aurobindo,Lamivudine,2008,SCMS-31720,Pre.PQ,Pre-PQ Process,ARV,2/27/2009,2/27/2009,Air,Adult,Aurobindo,3894.21,116.1,32.77,6966,16718.4,2.4,60,0.04,1068
Generic,1/20/2009,Côte d'Ivoire,300mg,Tablet - blister,Direct Drop,EXW,Medopharm,Quinine (as sulfate),2008,SCMS-35780,Pre.PQ,Pre-PQ Process,ANTM,1/20/2009,1/20/2009,Air,Malaria,IDA,536.78,0.012,1.23,12,629.88,52.49,1000,0.05,12
Aluvia,4/15/2009,Haiti,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2009,SCMS-40030,Pre.PQ,Pre-PQ Process,ARV,4/15/2009,4/15/2009,Air,Adult,ABBVIE,807.28,0.083333333,0.81,10,411,41.1,120,0.34,9
Videx,3/26/2009,Vietnam,100mg,Chewable/dispersible tablet,Direct Drop,CIP,BMS,Didanosine,2009,SCMS-40390,Pre.PQ,Pre-PQ Process,ARV,3/26/2009,3/26/2009,Air,Pediatric,BRISTOL-MYERS,2246.81,4.333333333,6.5,260,3315,12.75,60,0.21,56
Kaletra,8/24/2009,Côte d'Ivoire,80/20mg/ml,Oral solution,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2009,SCMS-42240,Pre.PQ,Pre-PQ Process,ARV,8/24/2009,8/24/2009,Air,Pediatric,ABBVIE,1939.99,0.166666667,4.03,50,2055,41.1,300,0.14,99
Coartem,10/27/2009,Nigeria,20/120mg,Tablet - FDC + blister,Direct Drop,EXW,Novartis,Artemether/Lumefantrine,2009,SCMS-43910,Pre.PQ,Pre-PQ Process,ACT,10/27/2009,10/27/2009,Air,ACT,MISSIONPHARMA,14515.44,3.703703704,138.02,2000,70420,35.21,540,0.07,10
Viread,3/16/2007,Vietnam,300mg,Tablet,Direct Drop,EXW,Gilead,Tenofovir Disoproxil Fumarate,2006,SCMS-166,Pre.PQ,Pre-PQ Process,ARV,3/16/2007,3/16/2007,Air,Adult,GILEAD,14571.5,63.333333333,45.57,1900,32300,17,30,0.57,116
Generic,10/24/2007,Vietnam,300mg,Tablet,Direct Drop,EXW,Ranbaxy,Zidovudine,2007,SCMS-750,Pre.PQ,Pre-PQ Process,ARV,10/24/2007,10/24/2007,Air,Adult,SUN,2794.34,1.666666667,1.43,100,894,8.94,60,0.15,6
Aluvia,9/10/2007,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2007,SCMS-751,Pre.PQ,Pre-PQ Process,ARV,9/10/2007,9/10/2007,Air,Adult,ABBVIE,5294.51,8.333333333,131.5,1000,82190,82.19,120,0.68,226
Videx,9/14/2007,Rwanda,50mg,Chewable/dispersible tablet,Direct Drop,CIP,BMS,Didanosine,2007,SCMS-800,Pre.PQ,Pre-PQ Process,ARV,9/14/2007,9/14/2007,Air,Pediatric,BRISTOL-MYERS,86.4,3.033333333,2.77,182,1729,9.5,60,0.16,40
Generic,12/19/2007,Vietnam,100mg,Chewable/dispersible tablet,Direct Drop,EXW,Aurobindo,Didanosine,2007,SCMS-10970,Pre.PQ,Pre-PQ Process,ARV,12/19/2007,12/19/2007,Air,Pediatric,Aurobindo,3719.91,20,14.88,1200,9300,7.75,60,0.13,249
Generic,4/22/2008,Rwanda,150/200/30mg,Tablet - FDC,Direct Drop,CIP,Cipla,Lamivudine/Nevirapine/Stavudine,2007,SCMS-14221,Pre.PQ,Pre-PQ Process,ARV,4/22/2008,4/28/2008,Air,Adult,CIPLA,10500,576.266666667,387.25,34576,242032,7,60,0.12,3656
Generic,4/28/2008,Rwanda,150/200/30mg,Tablet - FDC,Direct Drop,CIP,Cipla,Lamivudine/Nevirapine/Stavudine,2007,SCMS-14221,Pre.PQ,Pre-PQ Process,ARV,4/28/2008,4/28/2008,Air,Adult,CIPLA,10500,277.333333333,186.37,16640,116480,7,60,0.12,1766
Viread,3/4/2008,Ethiopia,300mg,Tablet,Direct Drop,EXW,Aspen,Tenofovir Disoproxil Fumarate,2008,SCMS-16220,Pre.PQ,Pre-PQ Process,ARV,3/4/2008,3/4/2008,Air,Adult,ASPEN,5137.76,494,403.1,14820,251940,17,30,0.57,1233
Videx,7/17/2008,Vietnam,25mg,Chewable/dispersible tablet,Direct Drop,CIP,BMS,Didanosine,2008,SCMS-20330,Pre.PQ,Pre-PQ Process,ARV,7/17/2008,7/17/2008,Air,Pediatric,BRISTOL-MYERS,2211.05,6.666666667,4.48,400,2800,7,60,0.12,82
Generic,6/2/2008,Vietnam,100mg,Capsule,Direct Drop,EXW,Aurobindo,Zidovudine,2008,SCMS-20490,Pre.PQ,Pre-PQ Process,ARV,6/2/2008,6/2/2008,Air,Pediatric,Aurobindo,2729.91,6.3,5.53,630,3458.7,5.49,100,0.05,48
Generic,8/11/2008,Vietnam,30mg,Capsule,Direct Drop,EXW,Strides,Stavudine,2008,SCMS-23460,Pre.PQ,Pre-PQ Process,ARV,8/11/2008,8/11/2008,Air,Adult,STRIDES,7444.35,154.583333333,21.52,9275,13448.75,1.45,60,0.02,432
Generic,7/31/2008,Nigeria,500/25mg,Tablet - FDC,Direct Drop,EXW,Micro,Sulfadoxine/Pyrimethamine,2008,SCMS-24590,Pre.PQ,Pre-PQ Process,ANTM,7/31/2008,7/31/2008,Air,Malaria,IDA,20134.43,0.02,0.84,20,527,26.35,1000,0.03,1920
Generic,7/22/2008,Rwanda,150/300mg,Tablet - FDC,Direct Drop,CIP,Aurobindo,Lamivudine/Zidovudine,2008,SCMS-25530,Pre.PQ,Pre-PQ Process,ARV,7/22/2008,7/22/2008,Air,Adult,Aurobindo,23071.26,752.8,663.43,45168,414642.24,9.18,60,0.15,3953
Generic,1/23/2009,Côte d'Ivoire,50+153mg,Tablet - FDC + co-blister,Direct Drop,EXW,Ipca,Artesunate+Amodiaquine,2008,SCMS-29330,Pre.PQ,Pre-PQ Process,ACT,1/23/2009,1/23/2009,Air,ACT,IDA,8530.29,1041.666666667,34.3,25000,17500,0.7,24,0.03,634
Aluvia,5/27/2009,Tanzania,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2009,SCMS-38400,Pre.PQ,Pre-PQ Process,ARV,5/27/2009,5/27/2009,Air,Adult,ABBVIE,12815.42,104.666666667,1011.78,12560,516216,41.1,120,0.34,3073
Generic,4/7/2009,Haiti,50mg,Capsule,Direct Drop,EXW,Aurobindo,Efavirenz,2009,SCMS-40010,Pre.PQ,Pre-PQ Process,ARV,4/7/2009,4/7/2009,Air,Pediatric,Aurobindo,1448.55,41.4,5.45,1242,2782.08,2.24,30,0.07,96
Videx EC,7/6/2009,Uganda,250mg,Delayed-release capsules - blister,Direct Drop,CIP,BMS,Didanosine EC,2009,SCMS-45660,Pre.PQ,Pre-PQ Process,ARV,7/6/2009,7/6/2009,Air,Adult,BRISTOL-MYERS,390.81,2.8,3.02,84,1540.56,18.34,30,0.61,4
Invirase,9/25/2009,Tanzania,200mg,Capsule,Direct Drop,FCA,Roche,Saquinavir,2009,SCMS-46510,Pre.PQ,Pre-PQ Process,ARV,9/25/2009,9/25/2009,Air,Adult,Hoffmann-La,16751.58,19.177777778,904.42,5178,461436.41,89.11,270,0.33,2666
Generic,3/11/2008,Rwanda,150/200/30mg,Tablet - FDC,Direct Drop,CIP,Cipla,Lamivudine/Nevirapine/Stavudine,2007,SCMS-14220,Pre.PQ,Pre-PQ Process,ARV,3/11/2008,4/28/2008,Air,Adult,CIPLA,35034.75,1666.666666667,1120,100000,700000,7,60,0.12,10303
Generic,1/3/2008,Rwanda,600mg,Tablet,Direct Drop,CIP,Aurobindo,Efavirenz,2007,SCMS-14730,Pre.PQ,Pre-PQ Process,ARV,1/3/2008,1/3/2008,Air,Adult,Aurobindo,28336.18,1083.666666667,611.19,32510,381992.5,11.75,30,0.39,2791
Generic,7/17/2008,Vietnam,600mg,Tablet,Direct Drop,EXW,Mylan,Efavirenz,2008,SCMS-20360,Pre.PQ,Pre-PQ Process,ARV,7/17/2008,7/17/2008,Air,Adult,MYLAN,4408.29,336,185.15,10080,115718.4,11.48,30,0.38,772
Generic,10/6/2008,Vietnam,150/200/30mg,Tablet - FDC,Direct Drop,EXW,Cipla,Lamivudine/Nevirapine/Stavudine,2008,SCMS-23300,Pre.PQ,Pre-PQ Process,ARV,10/6/2008,10/6/2008,Air,Adult,CIPLA,5136.08,163.2,115.94,9792,72460.8,7.4,60,0.12,836
Aluvia,12/3/2008,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-27300,Pre.PQ,Pre-PQ Process,ARV,12/3/2008,12/3/2008,Air,Adult,ABBVIE,2985.93,9,174,1080,88776,82.2,120,0.68,259
Generic,9/29/2008,Haiti,100/25mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-27880,Pre.PQ,Pre-PQ Process,ARV,9/29/2008,9/29/2008,Air,Pediatric,ABBVIE,658.68,0.333333333,0.33,20,205.6,10.28,60,0.17,19
Atripla,11/24/2008,Nigeria,600/200/300mg,Tablet - FDC,Direct Drop,CIP,MSD,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,2008,SCMS-30500,Pre.PQ,Pre-PQ Process,ARV,11/24/2008,3/10/2009,Air,Adult,MERCK,924.4,66.666666667,197.57,2000,100800,50.4,30,1.68,169
Aluvia,2/23/2009,Tanzania,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-36490,Pre.PQ,Pre-PQ Process,ARV,2/23/2009,2/23/2009,Air,Adult,ABBVIE,12937.16,104.166666667,1006.95,12500,513750,41.1,120,0.34,3088
Generic,4/9/2009,Vietnam,300mg,Tablet,Direct Drop,EXW,Mylan,Zidovudine,2009,SCMS-37200,Pre.PQ,Pre-PQ Process,ARV,4/9/2009,4/9/2009,Air,Adult,MYLAN,2793.62,2.8,2.47,168,1260,7.5,60,0.12,9
Generic,3/27/2009,Vietnam,150/200/30mg,Tablet - FDC,Direct Drop,EXW,Cipla,Lamivudine/Nevirapine/Stavudine,2009,SCMS-37190,Pre.PQ,Pre-PQ Process,ARV,3/27/2009,3/27/2009,Air,Adult,CIPLA,4443.97,408,331.07,24480,168912,6.9,60,0.12,2165
Generic,4/21/2009,Rwanda,150/300mg,Tablet - FDC,Direct Drop,CIP,Cipla,Lamivudine/Zidovudine,2008,SCMS-30311,Pre.PQ,Pre-PQ Process,ARV,4/21/2009,4/21/2009,Air,Adult,CIPLA,853.87,379.2,405.8,22752,207043.2,9.1,60,0.15,2086
Generic,4/15/2009,Haiti,100/25mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2009,SCMS-39940,Pre.PQ,Pre-PQ Process,ARV,4/15/2009,4/15/2009,Air,Pediatric,ABBVIE,810.36,0.233333333,0.28,14,143.92,10.28,60,0.17,7
Generic,4/21/2009,Haiti,300mg,Tablet,Direct Drop,EXW,Mylan,Tenofovir Disoproxil Fumarate,2009,SCMS-40050,Pre.PQ,Pre-PQ Process,ARV,4/21/2009,4/21/2009,Air,Adult,MYLAN,806.55,18.666666667,9.88,560,5040,9,30,0.3,32050
Kaletra,4/20/2009,Haiti,80/20mg/ml,Oral solution,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2009,SCMS-40060,Pre.PQ,Pre-PQ Process,ARV,4/20/2009,4/20/2009,Air,Pediatric,ABBVIE,2704.58,0.166666667,4.03,50,2055,41.1,300,0.14,99
Generic,7/11/2009,Vietnam,150/200/30mg,Tablet - FDC,Direct Drop,EXW,Cipla,Lamivudine/Nevirapine/Stavudine,2009,SCMS-45010,Pre.PQ,Pre-PQ Process,ARV,7/11/2009,7/11/2009,Air,Adult,CIPLA,5209.46,323.2,256.56,19392,130896,6.75,60,0.11,1899
Generic,6/8/2009,Namibia,1mg/ml,Oral solution,Direct Drop,EXW,Aurobindo,Stavudine,2009,SCMS-45630,Pre.PQ,Pre-PQ Process,ARV,6/8/2009,6/8/2009,Air,Pediatric,Aurobindo,1770.43,4,2.1,800,1072,1.34,200,0.01,98
Aluvia,9/3/2009,Nigeria,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2009,SCMS-48440,Pre.PQ,Pre-PQ Process,ARV,9/3/2009,9/3/2009,Air,Adult,ABBVIE,10490.77,41.666666667,402.78,5000,205500,41.1,120,0.34,1246
Generic,12/6/2007,Vietnam,100mg,Chewable/dispersible tablet,Direct Drop,EXW,Aurobindo,Didanosine,2007,SCMS-10980,Pre.PQ,Pre-PQ Process,ARV,12/6/2007,12/6/2007,Air,Pediatric,Aurobindo,3850.43,21.666666667,16.12,1300,10075,7.75,60,0.13,270
Generic,1/25/2008,Vietnam,300mg,Tablet,Direct Drop,EXW,Ranbaxy,Zidovudine,2007,SCMS-14201,Pre.PQ,Pre-PQ Process,ARV,1/25/2008,1/22/2008,Air,Adult,SUN,2127.22,10,8.04,600,5028,8.38,60,0.14,34
Generic,1/3/2008,Rwanda,600mg,Tablet,Direct Drop,CIP,Aurobindo,Efavirenz,2007,SCMS-14730,Pre.PQ,Pre-PQ Process,ARV,1/3/2008,1/3/2008,Air,Adult,Aurobindo,19088.86,1608.633333333,907.27,48259,567043.25,11.75,30,0.39,4143
Generic,6/2/2008,Vietnam,100mg,Capsule,Direct Drop,EXW,Aurobindo,Zidovudine,2008,SCMS-20520,Pre.PQ,Pre-PQ Process,ARV,6/2/2008,6/2/2008,Air,Pediatric,Aurobindo,2869.03,14,12.3,1400,7686,5.49,100,0.05,106
Generic,7/18/2008,Vietnam,600mg,Tablet,Direct Drop,EXW,Mylan,Efavirenz,2008,SCMS-20540,Pre.PQ,Pre-PQ Process,ARV,7/18/2008,7/18/2008,Air,Adult,MYLAN,5893.08,336,185.15,10080,115718.4,11.48,30,0.38,772
Generic,6/2/2008,Vietnam,300mg,Tablet,Direct Drop,EXW,Mylan,Tenofovir Disoproxil Fumarate,2008,SCMS-20541,Pre.PQ,Pre-PQ Process,ARV,6/2/2008,7/18/2008,Air,Adult,MYLAN,2867.81,67.2,44.06,2016,27538.56,13.66,30,0.46,122
Aluvia,11/16/2008,Vietnam,200/50mg,Tablet,Direct Drop,FCA,ABBVIE,Lopinavir/Ritonavir,2008,SCMS-23360,Pre.PQ,Pre-PQ Process,ARV,11/16/2008,11/16/2008,Air,Adult,ABBVIE,2652.33,12.333333333,194.65,1480,121656,82.2,120,0.68,370
Generic,8/13/2008,Ethiopia,15mg,Tablet,Direct Drop,EXW,Weifa,Primaquine base (as diphosphate),2008,SCMS-24890,Pre.PQ,Pre-PQ Process,ANTM,8/13/2008,8/13/2008,Air,Malaria,MISSIONPHARMA,399.18,0.032,2.3,32,1434.88,44.84,1000,0.04,7
Generic,9/23/2008,Rwanda,600mg,Tablet,Direct Drop,CIP,Hetero,Efavirenz,2008,SCMS-25910,Pre.PQ,Pre-PQ Process,ARV,9/23/2008,9/23/2008,Air,Adult,HETERO,87692.85,2780,1490.52,83400,931578,11.17,30,0.37,6701
Coartem,8/5/2008,Nigeria,20/120mg,Tablet - FDC + blister,Direct Drop,EXW,Novartis,Artemether/Lumefantrine,2008,SCMS-26290,Pre.PQ,Pre-PQ Process,ACT,8/5/2008,8/5/2008,Air,ACT,IDA,1976.57,0.062962963,2.48,34,1547.68,45.52,540,0.08,159
Videx,11/13/2008,Vietnam,25mg,Chewable/dispersible tablet,Direct Drop,CIP,BMS,Didanosine,2008,SCMS-27330,Pre.PQ,Pre-PQ Process,ARV,11/13/2008,11/13/2008,Air,Pediatric,BRISTOL-MYERS,1516.05,4,3.29,240,1680,7,60,0.12,52
Coartem,10/23/2008,Nigeria,20/120mg,Tablet - FDC + blister,Direct Drop,EXW,Novartis,Artemether/Lumefantrine,2008,SCMS-28390,Pre.PQ,Pre-PQ Process,ACT,10/23/2008,10/23/2008,Air,ACT,IDA,1528.06,0.046296296,1.4,25,875,35,540,0.06,86
Generic,3/10/2009,Vietnam,150/300mg,Tablet - FDC,Direct Drop,EXW,Aurobindo,Lamivudine/Zidovudine,2008,SCMS-31731,Pre.PQ,Pre-PQ Process,ARV,3/10/2009,3/10/2009,Air,Adult,Aurobindo,865.6,19.6,19.85,1176,10125.36,8.61,60,0.14,105
